farming_experience,soil_ph,rainfall,temperature,market_distance,fertilizer_affordability,loan_access,soil_type,region,income,land_size,irrigation,financial_goal,recommended_crop
28,6.13,1523,23.8,14.2,low,no,black,north,571421,16.81,canal,long-term,rice
10,6.73,1724,36.1,79.2,medium,yes,red,north,268237,10.24,canal,export,groundnut
4,7.36,1625,29.9,5.6,high,no,loamy,west,814478,18.06,canal,long-term,vegetables
29,5.21,1276,37.6,97.4,medium,yes,black,east,800172,9.98,borewell,sustainable,groundnut
35,7.78,1162,20.5,98.6,medium,yes,sandy,north,580905,18.26,drip,long-term,soybean
4,8.1,735,17.1,91.8,high,no,loamy,central,600443,5.35,canal,export,sugarcane
16,5.27,1133,10.4,62.4,high,no,sandy,central,809793,15.26,drip,long-term,rice
16,7.74,1757,13.8,48.3,medium,no,black,east,929100,17.95,borewell,short-term,vegetables
33,4.61,927,39.1,98.5,medium,no,alluvial,north,879579,12.64,borewell,long-term,sorghum
23,7.76,1397,16.9,34.2,high,yes,clay,east,565066,2.76,canal,long-term,pulses
22,6.57,1905,20.6,23.1,high,yes,alluvial,north,168160,5.45,drip,sustainable,cotton
21,6.36,567,21.1,84.0,low,yes,loamy,north,140522,5.21,canal,short-term,wheat
8,7.4,1773,33.8,9.6,medium,no,loamy,east,863297,17.83,borewell,long-term,sugarcane
6,7.96,1611,34.1,22.4,low,no,sandy,north,512707,11.56,canal,sustainable,watermelon
31,6.23,981,25.3,4.4,medium,no,black,central,428842,6.02,rainfed,sustainable,pulses
26,5.8,1725,23.0,72.2,low,no,black,central,636812,15.87,borewell,sustainable,cotton
22,5.34,897,21.3,55.7,high,yes,clay,central,818891,19.59,drip,short-term,cotton
22,7.69,1945,12.9,48.1,low,yes,alluvial,east,528257,9.41,rainfed,sustainable,sugarcane
11,6.05,1583,21.7,10.2,high,no,black,east,173336,18.51,rainfed,sustainable,cotton
10,4.71,1522,23.8,32.9,low,no,black,east,830866,2.85,canal,sustainable,pulses
4,8.02,1756,29.3,72.3,high,no,black,north,745552,17.23,borewell,export,wheat
30,8.45,1669,21.6,42.5,low,no,black,central,519375,4.0,canal,export,coffee
31,6.79,872,20.0,48.3,high,no,loamy,west,268793,17.93,drip,export,cotton
14,5.96,724,17.4,62.5,medium,no,alluvial,south,885456,13.45,rainfed,sustainable,wheat
13,6.21,424,34.8,87.2,high,yes,loamy,north,306857,5.57,drip,short-term,vegetables
0,7.12,1887,33.9,66.6,medium,no,loamy,south,615305,17.58,drip,sustainable,sugarcane
32,5.93,1376,37.0,11.1,medium,yes,sandy,west,673707,8.66,drip,short-term,sugarcane
32,6.27,963,13.2,19.4,high,no,alluvial,west,488198,0.83,drip,export,vegetables
2,4.72,489,32.3,27.3,medium,yes,black,north,639811,9.49,drip,sustainable,millets
0,7.8,732,34.8,61.0,low,yes,alluvial,north,354839,3.41,rainfed,short-term,millets
19,7.45,1702,36.8,54.1,low,yes,loamy,east,140565,8.99,canal,sustainable,sugarcane
33,5.77,1760,24.8,57.2,high,yes,black,north,403582,8.21,borewell,export,sorghum
32,5.91,1999,17.1,2.7,medium,yes,sandy,central,938263,17.48,drip,short-term,maize
24,7.98,883,38.4,11.6,medium,yes,red,north,495955,12.01,drip,long-term,soybean
28,6.83,1597,12.2,1.2,high,yes,alluvial,north,418229,3.04,drip,sustainable,maize
6,6.44,712,12.3,87.4,high,no,sandy,east,383407,3.39,canal,sustainable,millets
8,6.26,1384,26.5,24.8,medium,no,alluvial,west,252695,15.5,borewell,export,rice
18,5.14,1263,20.7,47.8,low,yes,sandy,central,545826,15.97,canal,long-term,maize
38,4.56,1251,38.7,57.2,medium,yes,red,east,404915,15.72,rainfed,short-term,jute
1,4.93,1579,18.1,59.1,high,yes,red,south,264164,11.97,rainfed,sustainable,sugarcane
17,5.22,646,28.7,85.6,high,no,black,south,427694,10.68,rainfed,export,groundnut
37,6.07,1211,14.2,91.8,medium,no,clay,north,993543,15.38,borewell,long-term,maize
1,7.03,768,38.4,54.4,low,no,clay,south,499865,16.36,borewell,short-term,pulses
19,5.98,734,13.5,80.6,low,no,alluvial,east,652679,16.97,borewell,sustainable,wheat
34,5.04,856,36.9,86.5,low,yes,clay,east,284427,7.46,rainfed,long-term,rice
10,8.05,731,35.3,96.1,low,yes,clay,central,61580,11.72,drip,long-term,sorghum
21,4.68,1876,38.1,13.3,low,yes,black,north,104840,15.93,rainfed,short-term,vegetables
20,5.23,421,17.9,55.8,medium,no,black,west,941497,6.45,drip,long-term,millets
7,5.02,1867,34.4,80.3,low,yes,black,north,372072,14.2,borewell,short-term,sorghum
35,5.47,1789,14.8,8.6,high,no,sandy,south,587648,16.6,rainfed,sustainable,spices
10,6.2,1089,28.8,94.9,medium,no,loamy,north,996482,1.3,drip,short-term,wheat
17,4.54,1150,14.9,12.8,medium,no,sandy,north,67031,14.88,rainfed,long-term,groundnut
33,8.27,427,27.4,79.6,medium,yes,sandy,south,780944,2.62,rainfed,long-term,cotton
15,5.61,923,14.1,95.3,high,no,sandy,north,197504,12.25,drip,export,wheat
17,6.29,1159,26.3,15.5,medium,yes,alluvial,west,216388,1.05,rainfed,sustainable,pulses
23,7.64,1843,21.6,91.4,high,yes,red,south,729396,19.82,drip,short-term,cotton
34,7.05,1439,12.0,61.4,low,yes,sandy,north,827810,4.98,canal,sustainable,sugarcane
36,7.68,410,22.1,38.5,high,no,loamy,east,994183,5.99,canal,long-term,millets
19,6.41,1055,31.2,26.8,medium,no,clay,south,972862,19.56,drip,short-term,vegetables
28,6.63,459,17.7,69.5,low,no,loamy,west,233592,10.52,rainfed,short-term,millets
0,7.29,405,30.8,36.7,high,yes,sandy,central,552698,17.41,rainfed,sustainable,watermelon
38,4.59,1446,27.5,70.0,low,yes,black,west,175725,17.13,borewell,sustainable,sugarcane
10,7.99,618,33.2,4.0,medium,yes,clay,west,666926,7.76,borewell,sustainable,cotton
25,7.27,954,17.5,88.7,high,no,sandy,west,712291,16.04,canal,export,rice
27,5.14,1693,32.3,3.5,medium,no,loamy,north,585153,0.97,canal,long-term,vegetables
10,8.19,762,29.3,16.8,medium,yes,red,east,671738,19.42,canal,long-term,soybean
4,4.66,746,28.4,65.7,medium,yes,alluvial,west,556215,16.28,rainfed,sustainable,cotton
6,6.77,550,39.2,48.9,high,yes,black,north,658227,14.98,borewell,long-term,sugarcane
10,7.46,1749,11.1,75.3,low,yes,alluvial,west,770321,4.97,canal,short-term,soybean
32,5.18,538,38.0,47.1,high,no,sandy,west,837051,9.68,rainfed,export,pulses
29,4.86,714,20.2,50.1,medium,yes,clay,west,719026,9.16,rainfed,long-term,cotton
8,5.15,1562,29.4,51.2,high,no,red,central,315354,8.79,drip,short-term,pulses
6,5.16,615,16.8,5.9,low,no,loamy,east,796384,17.72,borewell,short-term,millets
1,8.25,1501,15.6,46.9,low,no,loamy,south,95266,5.98,drip,short-term,sugarcane
33,6.41,774,31.2,90.2,low,yes,red,central,134837,14.25,rainfed,export,pulses
25,7.47,1526,11.8,44.6,low,yes,black,north,212931,9.15,rainfed,export,wheat
0,8.25,1816,39.5,89.1,low,yes,black,north,143147,1.2,rainfed,long-term,rice
10,8.02,616,20.5,83.6,high,no,black,central,814564,2.79,borewell,long-term,wheat
22,7.43,1720,18.3,18.5,low,no,loamy,west,680599,14.73,drip,short-term,rice
33,5.69,1328,36.9,23.3,high,no,black,central,772368,7.78,borewell,short-term,pulses
22,8.15,520,34.7,98.0,high,yes,alluvial,central,801662,11.54,drip,long-term,cotton
34,7.39,1087,11.0,32.0,high,no,alluvial,central,689653,6.38,canal,sustainable,pulses
0,6.42,812,11.0,25.1,low,yes,alluvial,west,274709,19.18,drip,long-term,wheat
20,4.58,807,33.3,31.8,medium,yes,red,west,274496,13.4,drip,long-term,sugarcane
31,7.9,1375,11.1,77.2,high,no,red,east,680306,4.35,rainfed,short-term,vegetables
38,4.54,1612,11.2,38.9,low,yes,black,west,397416,11.73,rainfed,export,cotton
4,4.55,693,17.9,64.9,medium,no,loamy,north,577896,17.34,drip,sustainable,cotton
18,7.87,641,37.8,59.7,medium,no,sandy,south,765407,12.1,rainfed,long-term,groundnut
0,4.61,1827,34.4,44.0,high,no,clay,central,981778,7.35,rainfed,long-term,rice
25,8.47,1373,31.0,27.5,high,yes,sandy,west,578491,7.94,canal,sustainable,watermelon
20,6.35,778,19.7,27.9,high,no,loamy,east,77085,3.34,drip,short-term,vegetables
19,7.49,1992,12.1,71.3,high,no,red,west,52228,8.35,rainfed,long-term,wheat
0,4.77,1070,10.7,70.4,high,yes,loamy,west,480568,3.22,canal,export,sugarcane
38,8.48,599,17.9,75.8,high,no,red,east,513391,19.6,canal,short-term,pulses
35,8.39,1144,31.9,56.4,low,no,black,south,52704,13.1,canal,export,sugarcane
19,8.08,1024,35.2,4.8,high,yes,black,north,953963,10.62,canal,long-term,maize
13,7.42,1159,15.3,54.6,high,no,black,east,164881,1.51,drip,short-term,tea
19,7.16,1614,17.9,43.6,high,no,sandy,east,121233,11.78,rainfed,export,watermelon
3,6.38,1838,19.5,48.0,low,yes,clay,north,178941,4.19,rainfed,sustainable,millets
5,7.5,1276,18.5,98.2,medium,no,black,central,393166,18.31,rainfed,export,millets
9,5.88,1689,18.2,14.3,medium,yes,sandy,north,375727,0.9,canal,long-term,pulses
22,5.76,1191,14.9,1.1,high,yes,clay,east,761274,4.46,drip,export,sugarcane
26,5.88,800,33.6,70.8,medium,yes,clay,central,80453,7.62,canal,long-term,sugarcane
35,6.73,505,18.2,95.7,low,yes,sandy,north,355604,8.31,borewell,short-term,soybean
5,6.76,1943,16.0,77.8,medium,yes,clay,west,954778,13.63,rainfed,long-term,millets
1,4.98,1203,31.9,63.8,medium,yes,alluvial,central,714119,17.63,canal,long-term,rice
15,5.11,573,38.6,7.8,medium,no,loamy,central,716556,14.68,canal,sustainable,millets
11,5.8,1140,10.9,72.0,low,yes,alluvial,north,740306,19.52,rainfed,export,sugarcane
19,6.67,740,33.7,17.5,medium,yes,clay,south,998425,17.71,drip,sustainable,soybean
16,4.81,1914,27.5,7.8,low,yes,black,south,73189,16.33,canal,export,sorghum
14,6.63,560,35.8,33.7,medium,no,black,central,491997,3.1,rainfed,short-term,maize
9,8.19,1942,22.9,29.7,medium,no,sandy,east,636674,16.81,drip,sustainable,groundnut
7,4.78,1293,16.1,56.6,medium,yes,sandy,central,625449,5.51,drip,short-term,vegetables
2,7.85,635,29.6,50.0,medium,no,red,central,406100,11.89,drip,short-term,millets
12,7.25,1598,21.4,88.2,medium,yes,alluvial,west,251459,8.29,borewell,export,coffee
25,8.44,495,20.0,77.4,medium,no,black,north,390827,18.07,borewell,sustainable,millets
13,8.36,1029,16.7,84.2,medium,no,sandy,central,79544,8.43,drip,export,maize
12,6.65,913,26.4,80.4,high,no,sandy,central,398362,6.23,canal,long-term,maize
19,7.8,1758,34.7,66.3,low,no,alluvial,east,531675,1.24,drip,long-term,vegetables
36,5.77,1551,10.8,48.0,low,no,loamy,east,64296,8.23,canal,sustainable,sugarcane
5,6.37,1490,33.8,39.8,low,no,sandy,east,154125,10.46,canal,long-term,jute
3,5.1,1331,17.3,52.3,low,yes,sandy,west,640253,12.35,rainfed,sustainable,wheat
5,6.54,1816,13.4,48.5,low,no,red,west,874613,2.74,rainfed,export,spices
15,8.24,1077,38.5,90.6,medium,yes,loamy,south,976068,11.01,drip,export,millets
25,6.97,1769,13.8,93.3,medium,yes,black,south,554944,5.62,borewell,long-term,cotton
14,7.09,1052,30.4,79.0,low,no,clay,central,785235,14.74,canal,sustainable,jute
33,6.25,1909,12.8,21.0,low,yes,black,west,288578,4.85,drip,long-term,sugarcane
17,7.82,1633,14.4,34.4,high,no,black,east,289291,14.11,rainfed,long-term,tea
34,5.43,1074,26.4,37.4,low,yes,sandy,east,738021,14.23,canal,long-term,groundnut
0,6.42,885,39.3,77.4,low,no,sandy,central,671119,10.04,borewell,export,watermelon
35,8.03,787,10.7,76.3,low,no,clay,west,967566,12.66,borewell,export,sugarcane
16,6.45,1069,21.2,91.8,medium,no,loamy,south,175146,0.78,rainfed,export,vegetables
16,8.39,1379,13.9,83.6,medium,yes,loamy,west,152157,8.63,rainfed,export,pulses
26,6.51,566,28.7,52.4,low,no,red,east,582702,7.2,drip,sustainable,millets
36,5.72,1099,18.4,60.0,low,no,red,south,558617,13.16,borewell,long-term,spices
13,7.24,734,29.9,78.8,low,yes,red,south,519769,6.85,canal,export,tea
36,5.54,472,19.3,86.8,medium,no,alluvial,south,175687,12.8,drip,long-term,soybean
29,8.32,1027,29.6,10.1,high,no,sandy,west,493767,12.27,canal,sustainable,rice
7,4.74,804,14.2,21.0,high,no,red,north,436971,1.49,drip,long-term,pulses
17,7.83,779,13.7,61.6,low,yes,alluvial,central,873838,17.49,canal,sustainable,wheat
31,6.87,588,16.4,93.0,high,no,sandy,west,897212,6.05,canal,long-term,wheat
8,6.7,989,34.9,18.7,medium,yes,clay,central,138267,0.87,canal,short-term,wheat
19,7.59,1290,16.2,9.4,high,no,sandy,south,708114,16.1,canal,short-term,rice
2,4.68,1982,34.2,62.0,low,no,red,east,298946,12.75,drip,export,groundnut
0,6.62,1621,18.7,44.6,medium,no,loamy,central,860232,2.08,rainfed,long-term,millets
36,4.99,589,16.7,97.0,high,yes,black,south,51152,8.94,borewell,short-term,millets
18,7.02,1439,18.5,85.7,low,yes,red,central,847700,14.8,rainfed,sustainable,cotton
6,7.43,943,13.0,29.4,low,no,sandy,north,982107,12.13,rainfed,short-term,sugarcane
0,8.09,687,12.3,8.0,high,no,loamy,central,738181,10.4,drip,export,pulses
10,7.81,1898,35.4,10.5,low,no,red,central,507298,11.14,canal,long-term,sugarcane
28,4.61,1631,34.7,22.3,medium,yes,alluvial,west,621115,2.86,canal,export,coffee
15,7.72,1895,35.9,7.1,high,no,clay,north,168489,6.34,borewell,sustainable,sorghum
0,6.93,678,15.9,21.3,low,no,loamy,north,198531,10.12,drip,export,vegetables
32,6.62,1609,34.0,79.8,high,no,sandy,east,699120,3.08,rainfed,long-term,soybean
32,5.88,1963,12.9,66.8,medium,yes,sandy,east,425817,11.91,drip,long-term,groundnut
10,7.22,759,25.7,87.7,medium,yes,sandy,west,400276,3.59,drip,short-term,pulses
3,6.59,998,17.3,1.9,high,no,loamy,central,610496,10.62,canal,long-term,cotton
0,8.12,1792,14.9,15.3,high,yes,black,south,178421,8.78,rainfed,short-term,vegetables
3,4.66,1862,19.0,31.9,low,yes,sandy,east,837971,1.31,drip,short-term,rice
24,6.13,1353,23.8,46.4,low,no,loamy,north,448928,5.08,canal,short-term,cotton
12,7.04,1063,26.2,19.3,low,yes,black,east,530093,12.06,canal,long-term,rice
2,4.63,624,37.9,46.2,high,no,alluvial,east,694325,1.23,canal,export,spices
28,6.22,462,32.0,36.7,low,yes,loamy,east,884275,16.92,canal,long-term,sugarcane
24,6.76,526,11.3,18.5,high,yes,sandy,south,257627,13.25,canal,long-term,watermelon
18,6.34,592,16.5,66.5,low,no,red,west,163342,11.26,drip,sustainable,groundnut
28,6.8,803,20.9,87.0,low,yes,sandy,south,400532,17.62,rainfed,export,groundnut
34,6.36,497,11.7,68.6,high,no,loamy,north,522385,16.4,drip,long-term,pulses
9,5.83,667,20.4,13.5,high,yes,loamy,east,244012,6.42,rainfed,export,wheat
28,7.99,1546,22.6,34.6,high,yes,clay,central,705604,7.78,canal,export,sugarcane
1,5.27,1077,27.7,12.0,medium,no,loamy,central,789936,14.49,borewell,short-term,vegetables
35,5.59,617,32.1,3.3,low,yes,clay,east,874977,18.4,drip,export,cotton
38,7.91,1348,22.6,81.4,high,no,black,south,396244,5.63,drip,export,spices
2,6.73,1835,37.4,76.6,medium,no,sandy,west,477520,5.58,rainfed,sustainable,sorghum
27,5.46,1727,27.3,53.7,high,yes,clay,central,208601,7.8,drip,export,spices
13,6.33,586,31.1,88.3,low,no,clay,east,920908,5.65,borewell,export,jute
12,8.11,1338,11.1,95.6,high,yes,red,central,554158,11.8,canal,short-term,rice
23,8.26,1627,16.0,93.4,medium,yes,alluvial,central,849901,14.17,rainfed,sustainable,sugarcane
36,4.85,563,14.1,62.8,high,yes,clay,east,407311,11.84,rainfed,sustainable,millets
24,7.18,642,32.2,50.7,high,no,alluvial,north,440105,14.19,canal,sustainable,sugarcane
6,5.21,1711,35.2,51.0,medium,yes,alluvial,west,533344,1.94,drip,export,pulses
29,7.12,485,35.3,60.2,high,no,sandy,north,908717,18.39,canal,long-term,millets
34,4.84,1177,21.8,73.5,high,no,clay,east,889192,5.12,borewell,export,tea
9,4.73,409,13.2,69.2,medium,yes,red,west,73823,2.45,drip,export,wheat
13,8.23,1970,13.8,57.1,low,no,sandy,north,375210,18.77,borewell,sustainable,soybean
20,7.52,1001,23.2,31.0,high,yes,alluvial,south,240934,15.07,canal,long-term,groundnut
24,5.16,790,24.4,93.4,low,yes,loamy,west,232043,4.54,rainfed,long-term,groundnut
32,5.4,768,12.9,98.3,high,yes,loamy,east,916899,5.87,rainfed,long-term,vegetables
28,7.12,1403,37.1,89.8,high,yes,loamy,west,414415,17.38,borewell,sustainable,sorghum
1,6.22,1037,30.5,99.9,medium,no,red,west,180656,15.3,borewell,short-term,cotton
9,5.14,1902,16.3,96.4,low,yes,sandy,east,837380,11.9,borewell,export,watermelon
2,7.72,1191,33.4,81.1,high,yes,red,south,248432,4.47,drip,long-term,rice
27,5.49,1740,31.3,94.5,medium,no,red,north,454729,9.64,drip,long-term,maize
24,7.75,760,30.9,93.4,low,no,loamy,central,736797,19.64,rainfed,sustainable,sugarcane
39,7.49,1771,18.8,17.5,low,no,alluvial,east,289717,15.97,borewell,long-term,tea
3,5.5,937,12.7,41.2,low,yes,clay,east,745986,19.55,borewell,long-term,soybean
25,7.91,1147,35.1,4.5,medium,yes,clay,north,414832,1.86,canal,export,rice
30,5.66,825,16.3,97.7,high,no,black,east,938428,0.98,canal,sustainable,jute
25,5.88,493,28.3,20.1,medium,yes,alluvial,west,909019,1.21,borewell,sustainable,millets
33,4.73,1709,30.6,28.2,high,no,loamy,central,965314,1.92,drip,long-term,wheat
6,5.03,1608,16.2,10.9,high,no,black,west,136271,17.31,drip,export,millets
14,7.98,1575,21.5,28.9,low,yes,black,central,358135,10.04,rainfed,sustainable,cotton
29,5.52,486,30.8,14.2,high,no,black,north,110895,9.36,drip,export,vegetables
7,6.35,832,12.9,62.1,low,no,loamy,south,575226,6.9,rainfed,sustainable,sugarcane
8,6.73,540,32.4,50.7,high,yes,clay,central,800008,6.71,drip,long-term,millets
14,6.01,1516,25.1,72.2,low,no,loamy,south,886023,12.28,canal,sustainable,rice
7,5.06,1599,18.5,48.0,medium,yes,red,south,777280,5.04,borewell,short-term,millets
33,6.69,1268,27.2,16.9,high,no,black,north,182115,18.69,borewell,long-term,sorghum
29,4.7,1546,32.0,26.0,low,yes,loamy,south,882864,1.98,canal,export,groundnut
18,4.54,1818,20.4,43.6,high,no,clay,north,206655,3.36,borewell,long-term,sugarcane
17,5.24,1775,23.7,39.2,low,no,clay,east,236901,6.21,borewell,long-term,rice
32,5.7,914,32.6,50.1,high,yes,black,south,430550,19.12,canal,long-term,cotton
5,5.3,1093,37.4,74.9,medium,yes,loamy,west,295760,9.64,canal,sustainable,millets
27,8.45,1870,18.3,41.8,medium,yes,alluvial,south,382532,3.3,borewell,export,wheat
14,6.4,1601,32.3,67.4,high,yes,black,central,136627,3.69,rainfed,sustainable,millets
14,6.49,803,19.5,62.6,medium,yes,alluvial,east,266943,10.07,drip,short-term,pulses
27,7.42,1474,18.4,68.8,low,yes,loamy,east,211580,6.71,borewell,short-term,jute
28,7.07,894,31.6,27.8,medium,yes,black,south,900198,11.15,rainfed,sustainable,rice
10,5.85,945,11.8,57.5,low,no,alluvial,west,849611,15.95,canal,short-term,rice
14,5.49,621,13.5,59.1,medium,no,alluvial,west,587188,12.01,canal,short-term,vegetables
32,8.28,1900,15.8,1.9,high,yes,clay,north,271240,2.86,canal,sustainable,pulses
37,6.38,1278,32.8,8.7,high,no,clay,south,905063,15.07,canal,long-term,cotton
16,6.67,722,38.1,44.8,medium,yes,sandy,west,429025,12.42,borewell,short-term,soybean
23,4.78,1615,29.4,80.6,high,no,clay,east,222413,19.3,canal,long-term,pulses
8,7.7,1747,33.6,79.6,medium,yes,red,central,714739,4.2,rainfed,long-term,pulses
0,5.97,1164,37.7,28.2,medium,no,red,north,444650,14.61,drip,sustainable,millets
1,7.77,765,15.8,19.4,low,no,loamy,south,349839,7.82,canal,sustainable,groundnut
20,5.43,1392,33.9,99.1,medium,no,sandy,central,120952,19.36,borewell,short-term,millets
26,6.71,1679,26.0,80.1,low,no,black,south,282782,7.03,rainfed,export,spices
11,5.22,1616,18.8,14.0,medium,yes,clay,north,785731,13.25,drip,long-term,wheat
39,4.67,959,16.0,75.2,low,yes,sandy,north,895586,11.57,borewell,sustainable,millets
33,6.28,1906,30.4,9.5,high,yes,alluvial,east,883137,8.56,canal,short-term,jute
34,5.78,1715,13.5,29.9,low,no,sandy,east,931889,0.77,drip,short-term,tea
22,6.34,713,35.5,78.4,medium,yes,black,east,914602,14.31,canal,export,cotton
33,6.33,1959,19.7,2.5,high,no,alluvial,central,498379,15.58,borewell,short-term,rice
22,6.78,474,36.3,29.4,medium,yes,red,north,79711,13.0,canal,long-term,cotton
10,5.8,1078,24.6,25.9,low,yes,black,east,231160,10.39,canal,short-term,vegetables
24,5.6,783,38.2,79.8,high,no,red,west,176305,2.73,rainfed,export,sugarcane
27,7.45,610,36.7,65.3,medium,no,loamy,west,73001,5.18,rainfed,sustainable,vegetables
37,5.6,436,34.6,28.9,low,yes,clay,west,832030,0.86,canal,sustainable,jute
17,5.28,1807,31.8,43.9,medium,no,sandy,north,565870,1.66,drip,short-term,maize
9,5.21,756,16.4,44.6,low,yes,loamy,north,480058,11.63,rainfed,export,sugarcane
37,6.44,1154,21.7,51.9,high,yes,black,west,397708,2.68,drip,export,tea
38,6.4,683,37.4,34.5,high,yes,sandy,central,959971,12.71,drip,export,spices
34,5.29,1385,18.6,82.3,medium,yes,alluvial,north,418325,10.02,rainfed,sustainable,sugarcane
25,4.88,1185,20.8,56.4,medium,yes,clay,south,129200,10.22,rainfed,export,groundnut
21,4.52,1450,37.9,11.0,high,no,clay,central,886319,5.68,rainfed,short-term,millets
19,7.58,454,14.3,39.2,medium,no,red,central,456860,15.94,rainfed,sustainable,cotton
2,8.25,1357,39.7,9.4,medium,no,red,central,308085,17.14,rainfed,export,cotton
1,7.67,694,20.8,71.1,high,no,sandy,east,467009,7.57,rainfed,sustainable,jute
36,5.61,776,29.2,98.0,medium,no,loamy,east,970749,2.12,rainfed,short-term,cotton
0,8.33,878,22.1,78.5,low,yes,black,east,548418,17.65,drip,short-term,tea
8,5.19,865,28.4,81.2,high,yes,loamy,south,190628,3.35,borewell,export,cotton
21,7.47,1148,32.3,39.7,high,no,clay,west,643348,15.89,borewell,long-term,wheat
6,7.74,880,17.1,13.6,medium,no,sandy,south,958434,10.2,rainfed,short-term,soybean
0,6.47,1002,23.2,22.8,low,yes,sandy,south,700302,4.27,rainfed,short-term,spices
14,4.86,993,13.1,8.1,medium,yes,clay,central,209518,15.18,drip,short-term,maize
